dataset_doi,interactions,ml_het,hierarchical,variant,any_het,year,deposit_year
doi:10.7910/DVN/JPVEX5,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/JQGLHX,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/JSDUTQ,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/JSQQSR,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/JSR0OE,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/JTGHQD,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/JTKVX2,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/JTV6W6,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/JW5B3P,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/JWCN9A,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/JWJRME,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/JYJLUB,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/JYKL9M,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/K0BFAG,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/K1XN7Q,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/K2CGSN,FALSE,FALSE,FALSE,syntax_only,FALSE,2023,2023
doi:10.7910/DVN/K3P78R,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/K3QWZW,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2018
doi:10.7910/DVN/K4L5YI,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/K7292I,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/K7OCDX,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/K8SC39,TRUE,FALSE,FALSE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/KAHHWQ,FALSE,FALSE,FALSE,syntax_only,FALSE,2022,2022
doi:10.7910/DVN/KAQVNP,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/KBRXOR,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/KC73TR,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/KDOM7E,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/KDSF60,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/KDUMRM,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/KEWQJS,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/KEWY2U,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/KFQOCV,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KFSNWU,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/KG2APR,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KGHEU4,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KGK9QO,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KGOUYI,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2019
doi:10.7910/DVN/KGRITG,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/KGVBNC,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KGZGLT,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KH9N7W,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/KJ6X76,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KJWKLR,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/KKEVEA,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/KKQFKA,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/KKS1R0,TRUE,FALSE,FALSE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/KKTXVB,FALSE,FALSE,TRUE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/KL36TP,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/KL7J6Z,TRUE,FALSE,FALSE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/KNFPV6,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/KPCLFQ,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KPJUFL,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KPS1KY,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KQJKY0,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/KQU3RR,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KRIR6G,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/KRN6TB,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/KRNGAS,FALSE,FALSE,FALSE,syntax_only,FALSE,2022,2022
doi:10.7910/DVN/KSWI03,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KTCXTE,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/KU4OCK,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/KUWA5X,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/KVIJSY,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KVPF3F,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/KWPEKK,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/KXDRXB,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/KXIN0A,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/KYI9AR,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/L17KS1,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/L4IOHC,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/L6WBON,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/L8YLCJ,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/LAKKDP,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/LAVHXW,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/LBAV1Q,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/LBMRFX,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/LCCOH6,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LCDBRU,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2017
doi:10.7910/DVN/LCWR7G,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/LD6NL8,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/LDRTZI,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/LEKKGT,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/LEV1RR,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LFLCMA,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LFQZVU,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/LGDIZD,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/LHOTOK,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/LHTRWM,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LHWSBT,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LIIUJK,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/LIJSWE,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LIXQUW,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/LJPHFR,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/LJVBT6,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/LKE1WQ,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/LKRKQJ,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/LLPKNG,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/LLQ5ZL,TRUE,FALSE,FALSE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/LNPAOC,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/LNUYXZ,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/LOBXKJ,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/LP1SQY,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/LTPPVH,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/LUBZFJ,TRUE,FALSE,FALSE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/LUXWMV,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/LVHIYG,TRUE,FALSE,FALSE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/LVOSAF,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/LXFYVH,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/LXIBYP,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/LXYVSA,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/LZGQOH,TRUE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/LZV8LU,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/M046SB,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/M06IRS,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/M0LB5V,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/M2E5OI,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/M2QGOZ,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/M3O9O6,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/M402TU,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/M89XMZ,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/M9LGXX,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/M9VJAV,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/MB2UKU,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/MB8FGY,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/MBMU7F,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/MCEFXL,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/MDDS0T,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/MDUHGS,FALSE,FALSE,FALSE,syntax_only,FALSE,2023,2023
doi:10.7910/DVN/MEIMWN,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/MFFV3C,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/MGQMTX,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/MIOVA9,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MIXK94,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/MJSMJB,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/MK5PXM,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/MKW8CS,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/MKWIHN,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/MLH2FY,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/MLJQQN,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/MLTZIE,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/MLZ39X,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/MM2VWC,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/MME5SS,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/MMYAOY,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MO3KOQ,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2020
doi:10.7910/DVN/MOL5B3,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/MOTRM2,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/MP1NSJ,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/MPBGXL,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/MPJ50I,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/MPQQC0,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/MPTSQR,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2024
doi:10.7910/DVN/MQRHUZ,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/MQVUUD,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MRCC5Z,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/MS6ZTZ,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/MSTR3F,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/MTQEE1,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/MURIT2,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MUSFYH,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MVD5VP,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/MVDWCS,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MVN4DP,TRUE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/MWBXDN,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/MWNBXO,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/MWS8QF,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2025
doi:10.7910/DVN/MYDZNF,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/MYF97D,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/MYM5OB,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/MZIKCS,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/MZKJDR,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/N01LDH,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/N1JX6Y,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/N2XICI,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/N4RK1D,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/N6LIMH,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/N71MOK,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/NAMZXJ,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/NBIKED,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NBMH7M,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/NC06GQ,TRUE,FALSE,FALSE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/NC28F3,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/NCUSPZ,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/NDHKSG,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2020
doi:10.7910/DVN/NDHWX0,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/NDPXND,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/NE0Y2I,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NEIYVD,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/NFZLI3,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/NGFLRO,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/NGMCDS,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NGTWWJ,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/NIGQBX,TRUE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/NIMLAR,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/NIWSMI,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/NJIIPR,FALSE,FALSE,FALSE,syntax_only,FALSE,2023,2023
doi:10.7910/DVN/NJIXYY,FALSE,FALSE,FALSE,syntax_only,FALSE,2022,2022
doi:10.7910/DVN/NJRZXP,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/NJWJ0D,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/NK4SQT,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/NKCDCO,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/NKETXF,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NKJR7Z,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/NKN0E8,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/NM0XLV,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NMA2WY,FALSE,FALSE,TRUE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/NMCOBF,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/NMJ4W9,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/NN0OXE,TRUE,FALSE,FALSE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/NNAFVA,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/NNBZP7,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/NNNPOU,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/NOMC0H,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/NOMRHB,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/NOWHWG,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/NOYBCQ,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/NRAQRH,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/NRRVJ3,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/NS3NMH,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/NSC8TJ,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NT7H5O,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/NUACCP,TRUE,FALSE,TRUE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/NVMD6X,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/NVVVUV,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/NVXQ0G,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NWDZJB,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/NX0QGA,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NXDEGT,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/NY6NSO,FALSE,FALSE,FALSE,syntax_only,FALSE,2012,2015
doi:10.7910/DVN/NYONTD,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/NYOXTE,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/NYPOQD,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/O059HN,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/O0JVDU,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/O3A06T,TRUE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/O3DTSF,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/O4P8J1,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/O6VHZZ,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/O7DDIN,FALSE,FALSE,FALSE,syntax_only,FALSE,2012,2015
doi:10.7910/DVN/OA8D7L,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/OAGZZD,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/OAOJQZ,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/OAPCH9,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/OASXGA,FALSE,FALSE,FALSE,syntax_only,FALSE,2012,2015
doi:10.7910/DVN/OB00VG,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/OCUJ2F,TRUE,FALSE,FALSE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/OEHBYH,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/OENR84,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/OF1JOF,TRUE,FALSE,FALSE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/OFCAAE,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/OGVWDE,TRUE,FALSE,FALSE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/OHHVPY,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/OIJ5ZD,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/OILORM,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/OJA7YS,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/OJCQ5O,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/OJQJRM,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/OJUCRU,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/OKYC0B,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/OKZMIY,TRUE,FALSE,FALSE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/OL16K3,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/OLTXFC,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/OM2N3X,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/OM6ZUR,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/OMABN4,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2022
doi:10.7910/DVN/OMESOW,FALSE,FALSE,FALSE,syntax_only,FALSE,2012,2015
doi:10.7910/DVN/OMPDH0,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/ON8RBD,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/OO6RB0,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/OO8ZCC,FALSE,FALSE,FALSE,syntax_only,FALSE,2012,2015
doi:10.7910/DVN/OOIEAO,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/OOLBO9,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/OOLFGP,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
