"ID","choice_pre","choice_post","approval","democratic","knowledge","L1","L2","L3","M1","M2","M3","monthly_income","left_right","important_democracy","age_group","behavior","scenario","copartisan_support_pre","copartisan_support_post","outpartisan_support_pre","outpartisan_support_post","copartisan_shift","outpartisan_shift","switch_outpartisan","switch_abstain","inparty_strength","outparty_strength"
1339,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,6,6,6,4,4,7,4,"democratic","lose",7,7,5,5,0,0,0,0,7,3
1340,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",1,3,3,6,3,6,4,4,6,5,"democratic","win",7,7,1,1,0,0,0,0,4,2
1342,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,1,6,4,4,6,2,4,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1343,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,6,6,5,4,4,6,3,7,5,"undemocratic","win",6,7,1,1,1,0,0,0,5,1
1344,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",7,5,7,6,5,6,3,6,6,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1345,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",5,5,5,6,5,5,2,3,7,5,"undemocratic","lose",7,7,2,5,0,3,0,0,7,3
1346,"Civic Coalition (KO)","Civic Coalition (KO)",2,4,"knowledgeable",7,7,7,3,4,4,2,4,6,4,"undemocratic","win",6,4,1,1,-2,0,0,0,4,1
1347,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,7,7,1,1,1,NA,4,7,4,"democratic","win",6,6,2,2,0,0,0,0,4,3
1348,"Law and Justice (PiS)","Civic Coalition (KO)",4,3,"knowledgeable",7,4,2,4,3,2,NA,4,4,5,"democratic","lose",3,4,5,4,1,-1,1,0,2,4
1349,"Law and Justice (PiS)","Abstain",2,3,"knowledgeable",5,7,5,1,3,1,3,6,5,3,"democratic","win",4,4,4,4,0,0,0,1,4,3
1350,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,6,6,3,5,6,3,4,6,4,"democratic","lose",6,6,4,4,0,0,0,0,5,3
1351,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"unknowledgeable",7,1,7,7,7,4,3,2,7,4,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1354,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"knowledgeable",5,3,5,5,5,2,NA,4,7,3,"undemocratic","win",6,6,5,5,0,0,0,0,3,1
1355,"Law and Justice (PiS)","Law and Justice (PiS)",6,4,"knowledgeable",5,5,5,5,5,5,3,5,5,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1356,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,3,3,2,3,3,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1357,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"knowledgeable",7,7,7,7,7,7,5,6,7,5,"undemocratic","lose",7,4,1,1,-3,0,0,0,7,1
1358,"Civic Coalition (KO)","Abstain",2,2,"knowledgeable",4,6,6,5,5,5,4,4,4,2,"democratic","win",4,4,4,4,0,0,0,1,4,1
1359,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"knowledgeable",6,6,6,2,2,6,4,6,6,3,"undemocratic","win",4,7,4,5,3,1,0,0,5,1
1360,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,6,6,3,5,5,3,4,6,4,"undemocratic","lose",6,6,2,2,0,0,0,0,5,4
1361,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",6,6,6,3,3,2,3,4,7,5,"undemocratic","win",7,6,5,5,-1,0,0,0,4,3
1363,"Civic Coalition (KO)","Civic Coalition (KO)",6,4,"unknowledgeable",7,7,7,5,7,5,4,5,5,2,"democratic","lose",5,4,3,2,-1,-1,0,0,4,6
1364,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,7,7,6,3,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1365,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,6,7,7,6,6,3,4,6,3,"undemocratic","lose",7,6,1,1,-1,0,0,0,4,1
1366,"Law and Justice (PiS)","Law and Justice (PiS)",5,1,"knowledgeable",7,6,7,5,5,5,4,6,6,5,"democratic","win",6,6,3,4,0,1,0,0,6,5
1367,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,2,5,1,NA,2,7,5,"undemocratic","win",7,6,2,2,-1,0,0,0,5,1
1368,"Civic Coalition (KO)","Civic Coalition (KO)",4,6,"unknowledgeable",5,5,5,5,5,5,4,4,5,3,"undemocratic","win",6,6,1,1,0,0,0,0,4,3
1370,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",6,6,6,5,3,5,5,4,7,4,"undemocratic","lose",4,6,6,5,2,-1,0,0,6,3
1371,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,6,1,5,2,2,NA,1,7,5,"democratic","win",7,1,1,1,-6,0,0,0,1,1
1372,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,5,3,3,3,6,5,6,2,"democratic","lose",6,6,2,2,0,0,0,0,6,1
1373,"Civic Coalition (KO)","Abstain",2,2,"knowledgeable",7,7,7,2,2,2,5,4,7,5,"undemocratic","win",6,3,1,1,-3,0,0,1,6,1
1374,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",5,5,5,5,5,5,4,4,5,2,"undemocratic","win",6,6,5,5,0,0,0,0,5,2
1375,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,6,6,5,6,5,NA,4,6,5,"democratic","lose",6,6,1,1,0,0,0,0,6,1
1376,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,5,4,5,2,3,6,4,"undemocratic","lose",6,6,1,1,0,0,0,0,2,1
1377,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",7,6,7,7,7,7,5,6,5,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1378,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,6,6,3,6,5,4,4,6,5,"democratic","win",7,7,1,1,0,0,0,0,6,2
1379,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",6,5,4,5,6,5,NA,4,6,3,"democratic","win",7,7,4,4,0,0,0,0,5,3
1380,"Civic Coalition (KO)","Abstain",3,3,"unknowledgeable",4,2,7,6,3,3,2,5,6,1,"democratic","lose",1,2,2,1,1,-1,0,1,3,1
1381,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",7,5,6,5,6,6,4,5,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1382,"Law and Justice (PiS)","Law and Justice (PiS)",5,6,"unknowledgeable",5,6,7,7,6,6,2,5,6,4,"democratic","lose",5,6,7,3,1,-4,0,0,5,2
1383,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"unknowledgeable",7,7,7,4,5,4,4,4,7,1,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1384,"Law and Justice (PiS)","Law and Justice (PiS)",7,5,"unknowledgeable",7,5,6,7,6,7,2,6,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
1385,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",5,5,3,3,3,3,3,4,5,2,"democratic","win",4,4,4,4,0,0,0,0,4,4
1386,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,6,2,4,6,3,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1388,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"unknowledgeable",7,7,7,2,1,3,1,4,6,5,"democratic","win",6,5,1,1,-1,0,0,0,4,1
1389,"Law and Justice (PiS)","Abstain",3,3,"knowledgeable",7,6,6,3,3,3,5,6,6,2,"undemocratic","win",6,5,2,5,-1,3,0,1,2,2
1390,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,2,6,6,6,6,1,6,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1391,"Civic Coalition (KO)","Civic Coalition (KO)",5,2,"unknowledgeable",4,6,3,4,3,5,5,3,5,2,"undemocratic","lose",4,4,6,4,0,-2,0,0,5,1
1392,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"unknowledgeable",5,5,4,5,5,5,5,6,6,4,"undemocratic","lose",6,7,2,1,1,-1,0,0,7,1
1394,"Civic Coalition (KO)","Civic Coalition (KO)",7,5,"unknowledgeable",5,4,1,3,7,6,6,2,7,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1395,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",6,6,6,5,3,3,1,4,6,5,"undemocratic","lose",6,6,5,5,0,0,0,0,6,4
1396,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,6,6,2,5,4,5,3,6,2,"democratic","win",7,7,3,2,0,-1,0,0,6,2
1398,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",1,1,7,4,5,1,5,3,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1399,"Civic Coalition (KO)","Abstain",3,3,"knowledgeable",6,4,7,6,6,3,NA,4,4,2,"undemocratic","win",6,3,3,3,-3,0,0,1,3,1
1400,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",5,6,3,5,6,4,6,3,7,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1401,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",7,5,7,7,4,7,3,5,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1402,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",7,7,7,2,2,3,2,5,6,2,"undemocratic","lose",6,6,3,2,0,-1,0,0,3,1
1403,"Civic Coalition (KO)","Civic Coalition (KO)",2,4,"unknowledgeable",2,7,7,2,3,5,4,4,6,4,"democratic","win",7,7,1,1,0,0,0,0,7,1
1404,"Civic Coalition (KO)","Civic Coalition (KO)",5,2,"knowledgeable",7,6,6,6,6,6,6,4,7,3,"democratic","lose",7,7,6,1,0,-5,0,0,5,1
1405,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,6,7,4,4,1,2,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1406,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"knowledgeable",6,6,6,2,2,3,2,3,6,3,"democratic","win",6,5,1,1,-1,0,0,0,4,1
1407,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",4,4,4,4,4,4,3,6,6,5,"undemocratic","lose",7,4,1,4,-3,3,0,0,6,1
1408,"Law and Justice (PiS)","Law and Justice (PiS)",2,1,"knowledgeable",6,6,6,6,6,6,1,7,5,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1409,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,7,6,5,7,7,4,5,6,3,"undemocratic","lose",6,6,2,3,0,1,0,0,5,2
1410,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,7,7,7,4,1,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1411,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",4,3,4,4,3,4,3,4,3,4,"undemocratic","lose",7,6,4,4,-1,0,0,0,5,2
1412,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"knowledgeable",7,7,7,5,5,2,5,7,7,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,2
1413,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",4,4,3,4,3,3,2,4,5,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1414,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,7,5,1,1,6,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1416,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,6,7,1,1,1,4,5,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1418,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,5,4,5,6,6,4,2,6,4,"democratic","win",6,6,1,1,0,0,0,0,6,1
1420,"Law and Justice (PiS)","Law and Justice (PiS)",7,6,"unknowledgeable",6,6,6,6,6,6,6,4,5,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1421,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",6,7,7,4,3,2,5,6,6,3,"undemocratic","lose",7,5,4,2,-2,-2,0,0,4,3
1422,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,6,6,6,6,6,5,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1423,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,6,1,5,3,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
1424,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,6,6,4,5,3,2,4,6,5,"democratic","lose",7,7,1,1,0,0,0,0,4,1
1425,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",4,4,6,4,5,6,4,3,5,5,"undemocratic","win",6,6,1,1,0,0,0,0,5,1
1427,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,3,4,5,4,4,4,6,3,"undemocratic","lose",6,6,1,1,0,0,0,0,4,2
1428,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,4,3,4,5,3,6,4,"democratic","win",6,6,5,5,0,0,0,0,5,3
1429,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",5,4,5,5,5,5,2,7,5,3,"democratic","win",6,6,2,2,0,0,0,0,5,2
1430,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",2,6,1,7,6,1,NA,3,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1431,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",5,6,6,2,4,2,5,4,6,3,"democratic","win",6,6,1,1,0,0,0,0,5,1
1433,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",6,6,6,4,4,4,3,2,6,5,"democratic","lose",7,7,2,1,0,-1,0,0,5,3
1436,"Civic Coalition (KO)","Abstain",2,3,"knowledgeable",5,5,7,5,7,2,NA,1,6,2,"undemocratic","win",2,2,1,1,0,0,0,1,2,1
1437,"Civic Coalition (KO)","Civic Coalition (KO)",2,1,"knowledgeable",7,7,7,2,3,1,4,3,7,2,"democratic","win",6,6,1,1,0,0,0,0,5,1
1438,"Law and Justice (PiS)","Law and Justice (PiS)",1,2,"unknowledgeable",7,6,7,3,7,4,NA,4,6,3,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1439,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,5,6,6,6,5,NA,5,5,3,"undemocratic","win",7,6,5,1,-1,-4,0,0,5,4
1440,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",3,5,3,4,5,4,5,4,6,4,"democratic","win",6,6,1,1,0,0,0,0,4,1
1441,"Law and Justice (PiS)","Law and Justice (PiS)",6,7,"knowledgeable",7,7,7,5,5,6,3,6,7,5,"democratic","lose",6,7,2,1,1,-1,0,0,7,1
1442,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,7,7,4,7,5,5,4,7,4,"undemocratic","win",6,6,1,1,0,0,0,0,4,1
1443,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,5,7,3,3,3,4,3,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1444,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,6,4,3,3,5,2,7,5,"undemocratic","win",7,6,1,1,-1,0,0,0,4,1
1445,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"knowledgeable",6,4,3,6,7,6,2,6,4,3,"democratic","lose",6,7,4,1,1,-3,0,0,7,6
1446,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,5,5,5,5,5,2,5,3,2,"undemocratic","win",6,6,2,2,0,0,0,0,5,3
1447,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",7,7,7,7,7,7,5,4,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
1448,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,4,3,4,4,5,4,4,4,2,"democratic","win",6,5,3,3,-1,0,0,0,4,3
1449,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",5,5,5,3,5,4,6,4,5,2,"democratic","lose",6,6,5,3,0,-2,0,0,6,2
1450,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,7,5,6,4,3,5,7,3,"democratic","lose",7,6,2,2,-1,0,0,0,4,2
1451,"Law and Justice (PiS)","Law and Justice (PiS)",3,5,"knowledgeable",6,7,7,6,6,6,5,4,6,2,"undemocratic","lose",4,4,4,4,0,0,0,0,4,4
1453,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,7,7,2,1,1,3,4,7,5,"undemocratic","win",7,7,3,2,0,-1,0,0,6,1
1454,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",5,5,5,5,5,4,4,4,6,2,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
1455,"Law and Justice (PiS)","Abstain",4,3,"knowledgeable",6,5,6,6,6,5,4,4,6,5,"democratic","win",6,5,6,6,-1,0,0,1,4,4
1456,"Law and Justice (PiS)","Civic Coalition (KO)",1,4,"knowledgeable",5,6,6,2,6,4,2,3,3,2,"democratic","lose",6,2,1,7,-4,6,1,0,3,3
1457,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",6,7,6,4,3,3,4,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
1458,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",7,7,7,2,2,4,3,4,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1459,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,6,5,5,5,5,4,6,6,5,"democratic","lose",6,6,1,2,0,1,0,0,5,1
1461,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",5,4,5,4,5,5,6,6,6,3,"democratic","win",6,6,2,2,0,0,0,0,4,2
1462,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",5,5,5,5,5,4,NA,5,6,3,"undemocratic","lose",6,7,1,1,1,0,0,0,5,2
1463,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,1,1,1,6,3,7,5,"democratic","lose",6,6,1,1,0,0,0,0,4,1
1464,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,5,7,5,5,4,4,4,4,3,"undemocratic","win",7,7,2,2,0,0,0,0,7,2
1465,"Law and Justice (PiS)","Law and Justice (PiS)",1,2,"knowledgeable",7,7,7,7,7,7,6,4,6,5,"undemocratic","lose",7,6,1,2,-1,1,0,0,7,1
1466,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",7,7,7,6,3,3,6,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1469,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,1,7,7,1,5,2,3,7,3,"democratic","win",6,6,1,1,0,0,0,0,6,1
1470,"Civic Coalition (KO)","Civic Coalition (KO)",1,3,"knowledgeable",6,5,6,4,5,3,NA,2,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
1471,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"unknowledgeable",4,5,4,3,4,5,3,2,3,2,"undemocratic","win",5,4,3,6,-1,3,0,0,6,1
1472,"Law and Justice (PiS)","Law and Justice (PiS)",7,6,"knowledgeable",6,6,3,4,5,6,2,6,7,5,"democratic","lose",6,7,1,1,1,0,0,0,7,1
1473,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",5,5,3,3,5,3,NA,4,4,4,"democratic","win",6,5,4,6,-1,2,0,0,5,4
1474,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",2,2,6,6,6,6,5,6,6,3,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1475,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"unknowledgeable",6,7,7,1,4,1,6,2,7,3,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1477,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,1,1,4,6,1,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
1479,"Civic Coalition (KO)","Abstain",2,3,"knowledgeable",6,7,7,1,2,1,3,2,7,2,"undemocratic","lose",5,4,1,1,-1,0,0,1,3,1
1480,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"unknowledgeable",7,7,7,7,7,5,4,4,5,1,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1481,"Civic Coalition (KO)","Law and Justice (PiS)",4,3,"unknowledgeable",7,5,7,6,7,5,4,5,2,3,"undemocratic","win",7,6,1,5,-1,4,1,0,4,1
1482,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,2,6,6,3,6,1,4,7,5,"undemocratic","win",4,4,1,1,0,0,0,0,2,1
1483,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,5,7,4,5,6,5,3,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1484,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"unknowledgeable",7,6,7,6,7,5,6,6,7,2,"undemocratic","lose",7,6,3,4,-1,1,0,0,7,1
1485,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"unknowledgeable",7,4,6,7,3,5,3,4,6,3,"democratic","win",6,5,2,2,-1,0,0,0,5,3
1486,"Law and Justice (PiS)","Law and Justice (PiS)",6,7,"unknowledgeable",6,5,6,3,5,2,3,6,6,3,"democratic","lose",7,7,3,1,0,-2,0,0,6,2
1487,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",7,7,7,4,3,4,2,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1488,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",2,7,7,5,4,2,6,4,7,2,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1489,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,4,2,7,5,4,5,4,5,3,"undemocratic","lose",6,7,2,1,1,-1,0,0,4,4
1490,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,5,7,3,2,7,2,5,7,4,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1491,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,5,6,6,6,5,4,4,6,2,"undemocratic","win",4,4,4,4,0,0,0,0,4,3
1492,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",5,3,1,2,6,5,3,4,4,2,"democratic","lose",4,6,1,1,2,0,0,0,3,1
1493,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,4,4,5,3,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
1494,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,6,7,2,2,3,4,4,6,3,"undemocratic","win",7,6,1,1,-1,0,0,0,4,1
1495,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"unknowledgeable",6,3,7,4,4,6,NA,6,6,4,"democratic","win",6,7,1,1,1,0,0,0,4,1
1496,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,7,7,5,5,4,4,2,7,5,"undemocratic","lose",6,6,1,1,0,0,0,0,6,1
1497,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"unknowledgeable",6,6,7,2,6,4,3,4,6,5,"undemocratic","win",6,7,1,1,1,0,0,0,5,2
1499,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",5,6,4,5,5,5,NA,5,6,3,"democratic","win",6,6,2,5,0,3,0,0,4,4
1500,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,6,6,5,1,5,3,2,4,2,"undemocratic","win",7,7,3,2,0,-1,0,0,5,1
1501,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,6,6,4,3,2,4,5,6,4,"democratic","lose",6,6,3,5,0,2,0,0,5,2
1502,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,7,5,4,1,3,3,6,5,"democratic","lose",6,6,1,1,0,0,0,0,5,1
1503,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",6,5,5,5,5,5,4,5,6,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1504,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,6,5,5,3,4,5,4,6,4,"undemocratic","win",6,6,2,2,0,0,0,0,5,1
1505,"Law and Justice (PiS)","Abstain",1,1,"knowledgeable",7,5,7,5,5,3,3,4,6,4,"undemocratic","win",4,4,4,4,0,0,0,1,5,4
1507,"Law and Justice (PiS)","Law and Justice (PiS)",2,3,"knowledgeable",7,7,7,7,6,2,4,5,6,5,"undemocratic","lose",6,6,5,3,0,-2,0,0,5,3
1508,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,7,7,6,6,1,3,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1509,"Civic Coalition (KO)","Civic Coalition (KO)",1,7,"knowledgeable",4,4,4,4,4,4,NA,4,6,3,"democratic","win",7,7,1,1,0,0,0,0,7,1
1510,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"knowledgeable",6,3,4,5,4,3,2,4,2,3,"undemocratic","lose",6,6,4,5,0,1,0,0,6,5
1511,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",6,1,7,5,5,7,5,4,5,1,"undemocratic","win",5,3,3,5,-2,2,0,0,1,7
1512,"Law and Justice (PiS)","Civic Coalition (KO)",4,4,"unknowledgeable",7,4,3,5,3,6,4,3,4,2,"undemocratic","lose",4,7,7,3,3,-4,1,0,4,4
1513,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,7,7,5,6,5,NA,1,7,1,"democratic","lose",7,7,1,1,0,0,0,0,6,2
1514,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,1,1,1,1,4,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,4,1
1517,"Law and Justice (PiS)","Law and Justice (PiS)",4,1,"knowledgeable",3,5,5,3,4,2,4,4,3,3,"democratic","win",3,4,5,1,1,-4,0,0,4,1
1518,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,6,7,3,6,2,3,4,6,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
