"ID","choice_pre","choice_post","approval","democratic","knowledge","L1","L2","L3","M1","M2","M3","monthly_income","left_right","important_democracy","age_group","behavior","scenario","copartisan_support_pre","copartisan_support_post","outpartisan_support_pre","outpartisan_support_post","copartisan_shift","outpartisan_shift","switch_outpartisan","switch_abstain","inparty_strength","outparty_strength"
1159,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"unknowledgeable",2,1,7,4,1,5,4,5,6,1,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1161,"Law and Justice (PiS)","Law and Justice (PiS)",4,2,"knowledgeable",7,7,7,5,6,5,4,4,7,5,"democratic","lose",7,4,1,1,-3,0,0,0,4,1
1162,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",7,7,7,1,5,1,6,2,7,4,"undemocratic","win",7,6,1,1,-1,0,0,0,5,1
1163,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",6,6,6,6,6,6,3,4,6,3,"undemocratic","win",1,2,1,1,1,0,0,0,4,1
1164,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"knowledgeable",5,6,6,3,5,3,2,6,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1165,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,4,5,2,4,3,7,5,"democratic","win",6,5,1,1,-1,0,0,0,5,1
1166,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",6,5,7,5,4,4,3,2,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1167,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"unknowledgeable",5,5,5,5,4,5,6,4,5,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1168,"Civic Coalition (KO)","Civic Coalition (KO)",4,6,"knowledgeable",7,7,7,1,4,1,2,2,7,4,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1169,"Law and Justice (PiS)","Law and Justice (PiS)",3,5,"knowledgeable",7,6,7,6,7,6,2,5,6,5,"democratic","win",7,6,3,3,-1,0,0,0,5,1
1170,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",6,6,7,6,6,5,4,3,6,4,"democratic","win",6,5,2,3,-1,1,0,0,5,1
1171,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,6,6,4,2,5,3,6,6,3,"democratic","lose",7,7,1,1,0,0,0,0,4,4
1172,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",6,7,6,6,4,4,4,5,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1173,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",1,2,1,1,1,1,6,4,5,3,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1174,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",4,6,5,5,5,6,3,4,6,3,"democratic","lose",6,6,3,3,0,0,0,0,5,1
1175,"Civic Coalition (KO)","Abstain",3,2,"knowledgeable",1,6,4,5,1,5,2,4,6,5,"democratic","lose",4,3,1,1,-1,0,0,1,5,1
1177,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,5,2,4,2,4,4,6,2,"democratic","win",4,6,4,4,2,0,0,0,3,2
1181,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,3,2,2,5,3,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
1182,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,7,5,6,5,7,2,4,7,5,"democratic","win",7,4,1,4,-3,3,0,0,2,1
1183,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,6,6,5,7,6,1,3,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1185,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,5,7,4,5,5,4,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1186,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,7,6,4,4,3,4,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,4,1
1187,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",5,5,3,4,3,4,3,3,6,4,"democratic","lose",6,6,1,1,0,0,0,0,5,1
1188,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,5,5,5,4,4,4,2,6,2,"democratic","win",6,6,1,1,0,0,0,0,4,1
1189,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,2,4,4,4,"democratic","win",4,4,4,4,0,0,0,0,4,4
1191,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"knowledgeable",7,7,5,6,5,6,4,6,7,3,"democratic","win",7,7,1,1,0,0,0,0,7,1
1192,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",6,7,6,6,4,5,2,2,6,5,"undemocratic","win",7,6,1,1,-1,0,0,0,5,1
1193,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",6,6,6,5,6,4,2,3,6,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1194,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,4,5,3,5,3,6,4,"undemocratic","lose",6,6,1,1,0,0,0,0,4,1
1196,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"knowledgeable",7,7,7,6,3,6,5,5,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1197,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,5,4,2,5,3,7,5,"democratic","lose",6,6,1,1,0,0,0,0,5,1
1198,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",6,6,7,6,4,7,4,6,6,5,"undemocratic","win",6,6,1,1,0,0,0,0,6,2
1200,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",7,7,7,4,4,1,6,3,7,3,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1201,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,3,5,1,NA,4,7,3,"undemocratic","lose",7,7,1,1,0,0,0,0,4,1
1202,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,3,6,6,6,5,5,4,6,3,"democratic","lose",5,6,1,1,1,0,0,0,3,1
1203,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",4,4,7,6,7,5,4,5,6,2,"undemocratic","win",7,6,4,4,-1,0,0,0,7,1
1205,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,6,5,5,5,4,7,3,"undemocratic","lose",7,6,1,1,-1,0,0,0,5,1
1206,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"unknowledgeable",7,7,7,6,2,3,4,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1207,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",6,4,6,4,5,4,1,5,6,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
1208,"Law and Justice (PiS)","Law and Justice (PiS)",5,6,"knowledgeable",6,5,4,6,6,4,2,6,6,2,"undemocratic","win",6,6,6,6,0,0,0,0,4,4
1209,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",7,7,7,5,6,3,4,3,7,5,"democratic","lose",6,7,1,1,1,0,0,0,5,1
1210,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,6,6,3,6,4,3,6,7,2,"democratic","win",7,7,1,1,0,0,0,0,7,2
1211,"Law and Justice (PiS)","Law and Justice (PiS)",3,1,"knowledgeable",7,2,7,7,7,7,4,6,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1212,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",3,5,6,5,5,5,3,5,2,3,"undemocratic","win",6,4,1,1,-2,0,0,0,5,1
1213,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"knowledgeable",5,2,7,6,6,5,3,6,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
1214,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",6,6,6,5,5,5,5,5,6,2,"democratic","win",6,6,1,1,0,0,0,0,4,1
1215,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,6,7,5,6,5,1,4,6,5,"undemocratic","lose",6,6,2,2,0,0,0,0,4,2
1216,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,2,5,5,3,3,5,6,3,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
1217,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,6,7,5,4,2,4,2,7,2,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1218,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",4,4,4,4,4,4,6,6,7,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1219,"Law and Justice (PiS)","Law and Justice (PiS)",7,6,"knowledgeable",7,5,7,5,5,5,NA,6,6,4,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1220,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",7,6,7,3,2,4,2,4,6,4,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1221,"Civic Coalition (KO)","Abstain",1,1,"knowledgeable",6,2,7,1,5,1,3,4,7,5,"undemocratic","win",7,4,1,4,-3,3,0,1,5,1
1222,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"knowledgeable",7,7,7,1,1,3,2,6,6,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1223,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",7,6,7,7,7,7,4,5,7,4,"democratic","win",7,7,1,1,0,0,0,0,6,1
1224,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,5,6,5,5,5,2,6,6,3,"democratic","win",7,7,1,1,0,0,0,0,6,1
1225,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",1,7,6,1,7,1,5,3,7,4,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1227,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",7,7,7,7,7,7,6,7,7,3,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1228,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,4,5,4,4,1,NA,4,7,3,"democratic","lose",7,7,1,1,0,0,0,0,4,1
1229,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",4,4,4,4,4,4,4,4,5,3,"democratic","win",6,6,1,1,0,0,0,0,5,2
1230,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",7,6,7,6,7,3,5,2,7,4,"undemocratic","win",7,6,2,2,-1,0,0,0,7,2
1231,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,1,5,5,1,4,2,4,7,5,"democratic","lose",7,7,7,7,0,0,0,0,4,4
1232,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",5,5,5,5,5,5,1,6,6,2,"democratic","lose",6,6,6,6,0,0,0,0,4,3
1233,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,6,7,5,3,2,7,4,"undemocratic","lose",6,7,1,1,1,0,0,0,2,1
1234,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",2,4,7,3,3,3,NA,4,6,4,"undemocratic","lose",6,6,1,1,0,0,0,0,2,1
1235,"Civic Coalition (KO)","Abstain",3,3,"knowledgeable",7,6,7,5,3,4,6,3,7,3,"undemocratic","win",4,3,1,1,-1,0,0,1,3,1
1236,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"unknowledgeable",4,4,4,4,4,4,3,6,4,2,"undemocratic","win",7,7,6,1,0,-5,0,0,7,1
1237,"Law and Justice (PiS)","Law and Justice (PiS)",3,5,"knowledgeable",5,5,5,3,5,5,5,4,5,3,"undemocratic","lose",6,6,5,5,0,0,0,0,4,2
1238,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",7,7,7,1,1,1,NA,2,7,5,"democratic","win",7,6,1,1,-1,0,0,0,5,1
1239,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,7,7,5,7,5,2,4,6,4,"democratic","lose",7,7,1,1,0,0,0,0,7,4
1241,"Civic Coalition (KO)","Abstain",1,2,"unknowledgeable",5,2,2,2,2,6,2,4,6,2,"undemocratic","win",6,2,1,2,-4,1,0,1,4,4
1242,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,5,6,6,5,6,4,6,5,2,"undemocratic","win",7,7,1,1,0,0,0,0,6,3
1243,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,6,7,2,4,2,5,4,7,4,"democratic","win",7,7,1,1,0,0,0,0,5,1
1245,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,7,2,6,1,1,5,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
1246,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",5,5,5,5,5,5,4,4,6,3,"undemocratic","lose",6,6,2,2,0,0,0,0,4,1
1247,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,6,5,2,6,4,3,3,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,4,1
1248,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,6,1,5,6,1,NA,4,6,3,"democratic","lose",4,5,4,1,1,-3,0,0,3,2
1249,"Civic Coalition (KO)","Abstain",2,3,"knowledgeable",7,7,7,4,1,4,6,3,7,4,"democratic","win",6,4,1,1,-2,0,0,1,4,1
1250,"Law and Justice (PiS)","Law and Justice (PiS)",7,6,"knowledgeable",7,6,7,7,7,2,4,6,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1252,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,6,7,6,5,3,5,6,7,2,"democratic","lose",7,7,7,5,0,-2,0,0,6,1
1253,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",5,4,6,5,3,4,6,4,5,4,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1254,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,4,5,5,4,5,4,4,6,2,"undemocratic","win",4,4,1,2,0,1,0,0,4,1
1255,"Civic Coalition (KO)","Law and Justice (PiS)",7,3,"unknowledgeable",6,6,6,6,6,6,1,5,5,1,"democratic","win",5,5,4,6,0,2,1,0,6,6
1256,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",5,6,7,3,5,3,3,5,6,2,"democratic","lose",6,6,5,5,0,0,0,0,7,2
1257,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,5,5,3,3,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,5,2
1258,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,6,6,6,1,3,7,5,"democratic","lose",6,6,1,1,0,0,0,0,4,2
1259,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,5,5,4,5,4,4,4,6,4,"undemocratic","lose",5,4,4,3,-1,-1,0,0,4,3
1260,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"unknowledgeable",7,7,5,5,5,5,2,6,6,2,"democratic","lose",1,1,5,7,0,2,0,0,7,7
1261,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"knowledgeable",7,1,7,7,7,7,5,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,4,1
1262,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,7,7,6,1,1,4,4,7,3,"undemocratic","win",7,4,1,1,-3,0,0,0,6,1
1263,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"unknowledgeable",6,2,7,5,4,7,6,2,6,1,"democratic","lose",7,7,1,1,0,0,0,0,4,1
1265,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,1,1,1,4,3,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1266,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,4,6,6,6,6,5,6,5,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1268,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,5,5,5,5,4,6,4,6,2,"democratic","win",4,4,2,2,0,0,0,0,4,2
1269,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,5,3,4,4,4,6,4,4,3,"democratic","lose",4,4,4,4,0,0,0,0,5,4
1270,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",6,5,5,4,4,4,1,7,3,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1271,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"knowledgeable",7,7,7,5,6,4,3,2,6,5,"undemocratic","lose",6,6,1,1,0,0,0,0,6,1
1272,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",7,7,7,6,7,7,5,3,7,3,"undemocratic","lose",7,6,1,1,-1,0,0,0,6,1
1273,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"unknowledgeable",6,5,6,5,5,5,1,4,5,3,"democratic","win",7,7,6,6,0,0,0,0,6,5
1274,"Civic Coalition (KO)","Civic Coalition (KO)",1,6,"knowledgeable",5,7,6,5,6,6,4,3,6,4,"undemocratic","win",7,7,3,1,0,-2,0,0,6,1
1276,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,4,5,4,4,4,2,4,4,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1278,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,7,7,5,5,5,5,5,6,3,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1279,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,5,4,4,4,3,3,4,6,5,"democratic","win",4,6,1,2,2,1,0,0,5,1
1280,"Law and Justice (PiS)","Abstain",3,3,"knowledgeable",5,5,5,4,3,4,NA,4,4,3,"undemocratic","lose",4,4,4,4,0,0,0,1,5,4
1281,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",6,5,6,6,5,4,4,2,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1282,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,6,7,5,5,6,1,3,6,5,"undemocratic","win",6,4,3,4,-2,1,0,0,5,1
1284,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",6,6,5,4,4,4,3,4,5,2,"democratic","lose",7,7,1,1,0,0,0,0,5,1
1285,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,7,7,2,1,2,6,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1286,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",3,5,4,5,5,4,5,4,5,4,"democratic","lose",4,3,2,4,-1,2,0,0,5,2
1287,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",7,6,7,7,5,4,4,2,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
1288,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"knowledgeable",7,7,7,4,5,4,1,5,6,5,"democratic","win",7,7,1,1,0,0,0,0,5,4
1289,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"knowledgeable",5,4,4,5,5,4,1,2,7,4,"democratic","win",7,6,4,1,-1,-3,0,0,4,3
1290,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,4,5,4,4,4,2,4,6,2,"undemocratic","win",6,6,6,6,0,0,0,0,5,5
1291,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",6,6,6,5,5,4,4,6,7,3,"undemocratic","win",7,7,1,1,0,0,0,0,6,2
1292,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",5,5,7,3,5,4,2,6,6,4,"undemocratic","lose",7,7,5,4,0,-1,0,0,7,3
1293,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,4,7,6,5,4,2,5,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
1294,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",5,4,1,4,6,4,5,3,4,3,"democratic","win",7,3,4,7,-4,3,0,0,3,1
1296,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,4,4,7,7,7,2,6,4,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
1297,"Law and Justice (PiS)","Law and Justice (PiS)",6,4,"knowledgeable",4,4,7,5,4,6,5,6,6,2,"undemocratic","lose",7,7,1,1,0,0,0,0,7,2
1298,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",7,6,6,6,6,6,4,4,6,3,"democratic","lose",7,7,5,4,0,-1,0,0,5,6
1299,"Law and Justice (PiS)","Civic Coalition (KO)",3,2,"knowledgeable",6,6,6,6,6,6,5,5,6,2,"democratic","win",7,7,3,4,0,1,1,0,2,2
1300,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,3,7,6,5,4,5,6,6,5,"democratic","win",6,6,1,1,0,0,0,0,4,1
1301,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,6,7,7,7,7,4,4,6,2,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1302,"Law and Justice (PiS)","Law and Justice (PiS)",2,6,"knowledgeable",7,5,3,7,5,2,3,6,6,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
1303,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,6,7,6,4,3,NA,4,2,5,"undemocratic","win",7,6,1,2,-1,1,0,0,6,2
1304,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,4,3,3,3,4,6,3,"democratic","win",7,7,1,1,0,0,0,0,6,1
1305,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,6,2,6,5,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
1306,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,5,4,3,4,1,6,4,6,2,"undemocratic","lose",6,6,6,6,0,0,0,0,4,4
1307,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,6,7,1,4,2,7,4,"undemocratic","lose",7,6,1,1,-1,0,0,0,7,1
1309,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",7,7,7,3,5,3,4,4,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1310,"Civic Coalition (KO)","Civic Coalition (KO)",1,7,"knowledgeable",7,7,7,5,5,4,4,3,7,4,"democratic","lose",6,6,1,1,0,0,0,0,4,2
1311,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"unknowledgeable",6,5,5,6,5,5,4,4,4,2,"undemocratic","win",7,6,5,4,-1,-1,0,0,5,4
1312,"Civic Coalition (KO)","Civic Coalition (KO)",1,5,"knowledgeable",7,6,7,2,2,2,3,4,7,5,"undemocratic","lose",7,5,2,2,-2,0,0,0,6,1
1313,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"unknowledgeable",3,6,6,1,4,6,2,4,4,2,"democratic","lose",1,4,7,7,3,0,0,0,4,3
1315,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,7,6,7,7,7,3,6,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1316,"Civic Coalition (KO)","Abstain",4,4,"knowledgeable",5,4,3,3,5,4,NA,4,4,3,"democratic","win",6,5,2,3,-1,1,0,1,4,2
1317,"Civic Coalition (KO)","Civic Coalition (KO)",1,3,"knowledgeable",7,7,7,1,4,1,NA,5,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
1318,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",5,5,4,5,4,5,4,6,5,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
1319,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,5,5,5,5,5,NA,4,6,3,"democratic","lose",4,5,2,2,1,0,0,0,5,5
1320,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",5,5,4,5,5,4,5,4,6,3,"democratic","win",6,7,4,4,1,0,0,0,7,2
1321,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,6,7,4,5,2,3,4,6,4,"democratic","lose",4,4,2,2,0,0,0,0,4,3
1324,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,5,7,4,3,3,2,4,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
1325,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",3,1,2,1,1,3,2,6,6,4,"undemocratic","win",7,7,4,4,0,0,0,0,7,1
1326,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"unknowledgeable",4,3,7,4,5,2,4,4,2,2,"democratic","win",5,5,5,1,0,-4,0,0,1,1
1327,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,6,7,6,6,3,4,3,6,4,"undemocratic","win",6,6,1,1,0,0,0,0,4,1
1328,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,4,6,5,5,7,2,6,6,5,"democratic","win",7,6,1,3,-1,2,0,0,6,1
1329,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,6,4,4,4,4,5,4,6,3,"undemocratic","win",4,4,4,4,0,0,0,0,4,4
1330,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,2,5,4,5,4,4,4,6,5,"undemocratic","lose",6,6,2,2,0,0,0,0,5,4
1331,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"unknowledgeable",6,5,4,7,7,3,3,6,6,4,"undemocratic","win",7,7,4,1,0,-3,0,0,7,1
1332,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,4,5,5,5,3,1,3,6,4,"democratic","lose",6,6,3,3,0,0,0,0,5,2
1333,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,4,5,5,5,5,3,5,5,"democratic","lose",6,6,1,1,0,0,0,0,4,1
1334,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"unknowledgeable",7,7,7,7,7,7,2,4,7,3,"democratic","win",2,6,6,1,4,-5,0,0,5,1
1335,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"unknowledgeable",5,5,2,5,5,5,3,7,6,5,"undemocratic","lose",7,6,5,5,-1,0,0,0,5,3
1336,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",6,7,7,5,4,4,5,4,7,4,"undemocratic","win",6,6,1,1,0,0,0,0,4,1
1337,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",7,7,6,6,6,1,2,2,6,3,"undemocratic","lose",7,7,1,1,0,0,0,0,4,1
1338,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,5,5,5,5,4,2,2,6,3,"democratic","win",3,6,3,4,3,1,0,0,3,1
